local_authority_name,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/26/2020,-38,-13,7,-51,-46,17
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/27/2020,-39,-8,-6,-48,-46,18
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/28/2020,-44,-11,-14,-49,-27,12
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/29/2020,-49,-15,-6,-50,-29,10
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/30/2020,-37,-11,-13,-49,-46,17
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/1/2020,-36,-3,3,-48,-45,16
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/2/2020,-22,-8,-10,-43,-40,14
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/3/2020,-25,-17,-44,-49,-41,16
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/4/2020,-20,-5,-24,-41,-39,14
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/5/2020,-23,-8,-17,-36,-12,7
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/6/2020,-28,-12,-29,-39,-16,6
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/7/2020,-19,-7,-19,-45,-41,14
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/8/2020,-20,-3,-11,-41,-42,14
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/9/2020,-22,-8,-11,-43,-40,14
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/10/2020,-20,-7,-14,-48,-41,14
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/11/2020,-22,-5,-15,-40,-40,14
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/12/2020,-28,-11,-32,-37,-13,7
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/13/2020,-35,-15,-46,-42,-17,7
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/14/2020,-20,-5,-7,-40,-44,14
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/15/2020,-10,5,-3,-41,-45,13
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/16/2020,-31,-6,-15,-48,-47,17
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/17/2020,-26,-4,6,-53,-49,17
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/18/2020,-32,-5,-28,-51,-50,18
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/19/2020,-37,-7,-30,-47,-22,10
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/20/2020,-49,-11,-2,-52,-29,9
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/21/2020,-37,3,-26,-62,-62,21
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/22/2020,-36,15,-8,-62,-65,22
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/23/2020,-36,19,-22,-60,-65,24
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/24/2020,-33,16,5,-68,-72,25
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/25/2020,-84,-78,-28,-90,-89,35
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/26/2020,-73,-49,-37,-73,-57,19
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/27/2020,-59,-25,0,-60,-38,12
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/28/2020,-49,-20,1,-70,-80,29
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/29/2020,-43,-7,0,-69,-73,26
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/30/2020,-42,-3,18,-67,-71,27
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,12/31/2020,-39,3,-9,-70,-73,27
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/1/2021,-73,-54,-18,-79,-84,34
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/2/2021,-60,-25,-12,-65,-44,18
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/3/2021,-61,-27,-17,-60,-34,12
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/4/2021,-48,-19,-36,-64,-60,23
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/5/2021,-54,-18,-43,-66,-62,25
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/6/2021,-52,-17,-7,-65,-61,25
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/7/2021,-50,-20,-6,-67,-62,25
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/8/2021,-54,-23,-27,-66,-61,26
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/9/2021,-56,-22,-17,-64,-36,17
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/10/2021,-61,-26,-27,-66,-37,13
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/11/2021,-50,-22,-13,-66,-61,23
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/12/2021,-52,-17,-22,-65,-63,24
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/13/2021,-56,-25,-43,-66,-61,24
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/14/2021,-56,-29,-54,-71,-63,25
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/15/2021,-53,-20,-17,-65,-60,24
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/16/2021,-59,-25,-45,-62,-38,16
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/17/2021,-56,-21,23,-60,-36,11
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/18/2021,-50,-22,-13,-64,-60,22
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/19/2021,-52,-18,-19,-65,-62,23
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/20/2021,-56,-24,-41,-64,-61,24
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/21/2021,-50,-20,0,-67,-60,24
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/22/2021,-50,-17,17,-62,-59,24
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/23/2021,-55,-19,-13,-58,-34,15
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/24/2021,-63,-30,-23,-63,-38,12
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/25/2021,-48,-18,6,-64,-59,22
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/26/2021,-52,-19,-25,-66,-62,23
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/27/2021,-51,-16,-14,-63,-59,23
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/28/2021,-50,-19,-1,-66,-60,23
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/29/2021,-51,-14,-4,-61,-58,23
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/30/2021,-58,-22,-58,-61,-35,16
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,1/31/2021,-57,-19,-9,-57,-35,11
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,2/1/2021,-48,-18,-18,-62,-59,22
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,2/2/2021,-48,-11,9,-61,-60,22
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,2/3/2021,-51,-18,-17,-63,-58,23
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,2/4/2021,-50,-20,-22,-67,-59,23
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,2/5/2021,-47,-7,40,-60,-57,22
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,2/6/2021,-53,-14,-21,-58,-32,14
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,2/7/2021,-63,-27,-52,-65,-37,12
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,2/8/2021,-54,-24,6,-65,-61,23
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,2/9/2021,-52,-15,-20,-66,-62,24
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,2/10/2021,-48,-11,-13,-63,-59,23
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,2/11/2021,-49,-18,-18,-65,-59,23
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,2/12/2021,-49,-9,-28,-63,-57,23
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,2/13/2021,-50,-6,-31,-57,-32,13
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,2/14/2021,-52,-11,-22,-59,-32,11
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,2/15/2021,-44,-10,16,-59,-61,21
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,2/16/2021,-46,-8,-16,-62,-63,22
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,2/17/2021,-48,-13,-15,-61,-60,22
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,2/18/2021,-44,-11,16,-64,-61,22
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,2/19/2021,-48,-8,2,-60,-59,22
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,2/20/2021,-49,-10,51,-54,-29,12
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,2/21/2021,-51,-15,58,-54,-29,9
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,2/22/2021,-47,-14,-8,-63,-57,21
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,2/23/2021,-43,-4,50,-59,-59,21
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,2/24/2021,-46,-7,48,-59,-57,21
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,2/25/2021,-45,-14,5,-62,-57,22
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,2/26/2021,-41,-4,81,-55,-55,20
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,2/27/2021,-45,-4,71,-49,-28,11
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,2/28/2021,-49,-12,35,-54,-29,9
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,3/1/2021,-42,-11,24,-59,-57,20
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,3/2/2021,-45,-5,13,-61,-59,20
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,3/3/2021,-50,-15,-26,-60,-57,21
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,3/4/2021,-44,-9,-7,-63,-57,21
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,3/5/2021,-44,-5,7,-57,-54,21
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,3/6/2021,-47,-7,-6,-55,-27,12
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,3/7/2021,-49,-6,36,-54,-27,9
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,3/8/2021,-38,2,31,-56,-53,17
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,3/9/2021,-40,0,76,-53,-54,17
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,3/10/2021,-48,-12,-32,-54,-52,19
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,3/11/2021,-42,-5,3,-56,-52,18
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,3/12/2021,-42,1,12,-51,-49,17
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,2/15/2020,-5,-9,-46,-9,-4,2
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,2/16/2020,-29,-16,-58,-29,-3,2
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,2/17/2020,13,-1,20,-6,-18,2
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,2/18/2020,9,-4,10,-10,-18,2
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,2/19/2020,12,-9,-1,-13,-17,2
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,2/20/2020,4,-7,-8,-8,-18,3
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,2/21/2020,9,-4,15,-10,-21,3
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,2/22/2020,2,-3,-12,-2,1,0
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,2/23/2020,90,-3,-7,71,1,-1
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,2/24/2020,0,1,-6,-1,-2,1
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,2/25/2020,2,4,4,0,3,0
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,2/26/2020,7,-2,15,-1,3,0
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,2/27/2020,3,0,5,0,2,1
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,2/28/2020,0,-1,-15,-2,0,1
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,2/29/2020,9,0,-30,6,1,1
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,3/1/2020,13,5,32,10,3,-1
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,3/2/2020,5,4,11,-2,2,0
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,3/3/2020,-3,4,10,-3,3,0
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,3/4/2020,-4,2,-10,-4,0,1
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,3/5/2020,-9,0,-20,-2,1,2
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,3/6/2020,9,9,29,1,1,1
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,3/7/2020,87,7,9,66,4,1
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,3/8/2020,-5,1,5,-7,2,0
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,3/9/2020,-4,6,9,-2,0,1
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,3/10/2020,-6,7,7,-8,1,2
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,3/11/2020,1,8,21,-10,-1,3
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,3/12/2020,-1,17,18,-11,-4,4
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,3/13/2020,-6,15,20,-15,-11,5
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,3/14/2020,-10,13,8,-18,2,4
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,3/15/2020,-18,11,-6,-27,-5,4
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,3/16/2020,-3,31,61,-25,-20,8
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,3/17/2020,-20,31,21,-40,-34,15
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,3/18/2020,-24,31,22,-47,-44,19
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,3/19/2020,-28,40,5,-46,-49,21
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,3/20/2020,-35,18,24,-48,-50,21
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,3/21/2020,-52,4,35,-51,-37,14
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,3/22/2020,-63,-13,39,-57,-44,
Richmond upon Thames,GB,United Kingdom,Greater London,London Borough of Richmond upon Thames,,GB-RIC,,ChIJlwfWmnIMdkgRrCdnqjiWZjo,3/23/2020,-55,-10,22,-61,-69,26
